Review,Comments,Ratings,Locations,Time,Positive_Score,Negative_Score,Neutral_Score,Sentiment,Subjectivity_Score
Fair,Look wise phone is beautifulNot use yetCamera is OKNot good as Realme,5, Moradabad,7 months ago,0.8074,0,0.8074,Positive,0.8000000000000002
Terrific,Just osm. Go for it.,3, Kalyan,8 months ago,0.4767,0,0.4767,Positive,1.0
Terrible product,"The one I ordered was really bad exp picture quality is very bad not as I expected,",4, Chennai,8 months ago,-0.893,0.893,0.0,Negative,0.6833333333333332
Terrific purchase,Worth buying it,5, Rajkot,8 months ago,0.6124,0,0.6124,Positive,0.55
Waste of money!,Only one sim card saport i an nit a satisfied,3, Darrang District,nan,0.0,0,0.0,Neutral,0.5
Perfect product!,Just amazing,5, Roorkee,7 months ago,0.8176,0,0.8176,Positive,0.95
Worthless,"Waste for money,  in terms of overheating I'll give 5 , you don't need bonefire, for normal use you have to charge twice in a day, Now I'm unable to return this phoneCamera quality is average like lower budget phone Worst phone I have ever used, I didn't get any positive support from flipkart",5, Delhi Division,7 months ago,-0.9475,0.9475,0.0,Negative,0.624431818181818
Classy product,Nyc,4, Jhansi Division,4 months ago,0.4404,0,0.4404,Positive,0.9
Terrific purchase,I love it,4, Patna,2 days ago,0.8074,0,0.8074,Positive,0.8
Terrific purchase,Awesome mobile,3, Bhopal,2 days ago,0.802,0,0.802,Positive,1.0
Very poor,Software update and reboot your mobile will be potato delete all previous data n u have to install again after reboot,5, Namchi,3 days ago,-0.4767,0.4767,0.0,Negative,0.3833333333333333
Utterly Disappointed,Slow charging. Tarbo charging not working,5, Nashik,3 days ago,-0.5256,0.5256,0.0,Negative,0.575
Not good,"Battery performance is very poor, don't buy",5, New Town,3 days ago,-0.0516,0.0516,0.0,Negative,0.6000000000000001
Highly recommended,Super,4, Guntur District,3 days ago,0.7408,0,0.7408,Positive,0.6033333333333333
Delightful,Best smart phone,5, Godhra,nan,0.8934,0,0.8934,Positive,0.6476190476190476
Wonderful,"Good Diaplay, Good Camera, Best Sound Quality, Best Charging speed... Good grip in hand... I love it",4, Muzaffarpur,3 days ago,0.9821,0,0.9821,Positive,0.5499999999999999
Wonderful,"Product overall good,but battery back up is not too good.",5, Varanasi,3 days ago,0.765,0,0.765,Positive,0.4
Worth the money,This product is veryBut charging support not good come with 67 watt charger but charging time according to 67 watt very long Like 40 watt  charging aprox 55 minute plus charging time My last mi phone 33 watt charge in one hour and this too sem capacityOver all very good  mobile,5, Selaqui,3 days ago,0.8979,0,0.8979,Positive,0.3533333333333334
Delightful,Very good,4, Lucknow,3 days ago,0.7717,0,0.7717,Positive,0.8
Worth the money,It's good  money for valu,5, Bengaluru,3 days ago,0.5859,0,0.5859,Positive,0.35000000000000003
Nice product,Everything is good and within budget. Except camera performance,5, Pune,3 days ago,0.6908,0,0.6908,Positive,0.8
Super!,Camera performance is just awesome.. Battery good.. Design also good.. Super amoled screen.. I love it.,5, Kendrapara District,4 days ago,0.9716,0,0.9716,Positive,0.6888888888888888
Wonderful,Mobile is very good... display is very nice,5, Kankipadu,4 days ago,0.8555,0,0.8555,Positive,0.8666666666666667
Wonderful,"Good one, overall",4, Ahmedabad,4 days ago,0.765,0,0.765,Positive,0.5333333333333333
Just wow!,Excellent performance comfortable display,5, Ludhiana,nan,0.8957,0,0.8957,Positive,0.9333333333333332
Excellent,Nice camera,5, New Delhi,4 days ago,0.7579,0,0.7579,Positive,1.0
Very Good,Good but price is high,4, Hyderabad,4 days ago,0.7003,0,0.7003,Positive,0.5800000000000001
Nice,Poor camera,5, Bellampalle,4 days ago,-0.0772,0.0772,0.0,Negative,0.8
Terrific,Nice camara and good battery back up worth for money,5, Hyderabad,5 days ago,0.8658,0,0.8658,Positive,0.54
Decent product,Feel like tilted,4, Dumka,5 days ago,0.3612,0,0.3612,Positive,0.6666666666666666
Best in the market!,Nice phone,5, Godda,5 days ago,0.7906,0,0.7906,Positive,0.65
Must buy!,Thank you,4, Bhimavaram,5 days ago,0.3612,0,0.3612,Positive,0.0
Expected a better product,Okay not so good according to price,4, Prayagraj,5 days ago,0.7717,0,0.7717,Positive,0.5
Unsatisfactory,Worst device,3, Varanasi,5 days ago,-0.6249,0.6249,0.0,Negative,1.0
Worst experience ever!,Worst phone ever I bought. Earlier I used redmi note 9 pro max and and also mi max2 . I was fan of redmi/mi but this time it's worst than worst. Want to return phone from very first month after buying.even u can talk properly wd phone as phone signal not working properly,5, Bhagalpur Division,nan,-0.9022,0.9022,0.0,Negative,0.6291666666666665
Terrific purchase,Thanks Flipkart,4, Rajkot District,5 days ago,0.7184,0,0.7184,Positive,0.6
Delightful,Quality good,5, Uluberia,6 days ago,0.7717,0,0.7717,Positive,0.8
Good choice,Best smartphone in budget,4, New Delhi,6 days ago,0.7964,0,0.7964,Positive,0.45000000000000007
Decent product,It's good but not a very awesome and cool not 10 and not 7 series is then not 12,4, Sheopur,6 days ago,0.8519,0,0.8519,Positive,0.7291666666666666
Hated it!,"Never go for this phone or I could say never go for mi is my suggestion and my recommendation. Just Friday took phone, Saturday whole day I spent in service center, still issue is not resolved. Flipkart refused to return, mi also refused apart from service. Took service but same issue.",5, Bengaluru,6 days ago,-0.7845,0.7845,0.0,Negative,0.32500000000000007
Brilliant,Good quality products redmi 12 pro 5g mobile camera God battery God display Pafomenc God,5, Tangla,6 days ago,0.9001,0,0.9001,Positive,0.8
Simply awesome,Mind blowing mobile phone at best price,5, Ambepur,6 days ago,0.8519,0,0.8519,Positive,0.65
Excellent,Very very good,5, Jhumpura,6 days ago,0.765,0,0.765,Positive,0.8
Must buy!,Super camera,5, Hyderabad,6 days ago,0.5994,0,0.5994,Positive,0.6666666666666666
Pretty good,Nice,5, Berhampur,nan,0.836,0,0.836,Positive,0.8666666666666667
Mind-blowing purchase,Best in class in this price segment,3, Hosapete,7 days ago,0.6369,0,0.6369,Positive,0.3
Perfect product!,The best,5, Cuttack,7 days ago,0.836,0,0.836,Positive,0.65
Just wow!,I'm very happy with note 12 pro.... good job Mi,5, New Delhi,7 days ago,0.886,0,0.886,Positive,0.8666666666666667
Delightful,Very good items,5, Palakkad District,7 days ago,0.7717,0,0.7717,Positive,0.8
Great product,Original product,4, Vasai Virar,7 days ago,0.7506,0,0.7506,Positive,0.75
Highly recommended,Nice,5, Padrauna,7 days ago,0.6335,0,0.6335,Positive,0.77
Terrific,Good,4, Guwahati,7 days ago,0.7184,0,0.7184,Positive,0.8
Terrific purchase,Best,5, Siliguri,7 days ago,0.8074,0,0.8074,Positive,0.65
Not good,The battery is pathetic I have to charge 2 to 3 times a day,5, Bemetara,7 days ago,-0.2023,0.2023,0.0,Negative,0.8
Good,"I write this review after use of 4 month. Performance average , sometime it's hang . Camera quality very bad and battery drainage very fast. Display is good. Overall this phone is not up to the mark at this price range.",4, Uluberia,nan,0.3182,0,0.3182,Positive,0.4777777777777778
Simply awesome,Good ,4, Ranchi,7 days ago,0.7906,0,0.7906,Positive,0.8
Excellent,Best quality phone,5, Muzaffarnagar,7 days ago,0.836,0,0.836,Positive,0.65
Classy product,Very nice device,5, Murshidabad District,7 days ago,0.6908,0,0.6908,Positive,0.95
Fabulous!,Very good phone,5, Faridabad,8 days ago,0.743,0,0.743,Positive,0.8
Terrific purchase,Good,5, Halol,8 days ago,0.7184,0,0.7184,Positive,0.8
Must buy!,Go for it,5, Mahabubabad,8 days ago,0.0,0,0.0,Neutral,0.0
Wonderful,Very beautiful  Thank you flipkart ,5, Hardoi,8 days ago,0.8779,0,0.8779,Positive,1.0
Hated it!,Facing heating problem on the big stage,5, Ghaziabad,8 days ago,-0.7845,0.7845,0.0,Negative,0.39999999999999997
Wonderful,The phone is good but the camera quality is average,5, Malappuram District,8 days ago,0.765,0,0.765,Positive,0.6666666666666666
Excellent,Very good,5, Sitarganj,nan,0.765,0,0.765,Positive,0.8
Mind-blowing purchase,Good product super,4, Oragadam Industrial Area,8 days ago,0.7783,0,0.7783,Positive,0.6333333333333333
Excellent,Excellent Quality superb Mobile ,4, Jagtial District,8 days ago,0.91,0,0.91,Positive,1.0
Fair,Everything is fine as price expect design,5, Ahmadnagar District,8 days ago,0.4767,0,0.4767,Positive,0.7
Classy product,Phone gets heat soon,5, Bangalore,8 days ago,0.4404,0,0.4404,Positive,0.9
Pretty good,Nice phone,5, Firozabad,8 days ago,0.836,0,0.836,Positive,0.8666666666666667
Perfect product!,Nice product,4, Gothan,9 days ago,0.7579,0,0.7579,Positive,1.0
Unsatisfactory,West mobile charging fast drain problem overheat problem i give one star looks,4, Navi Mumbai,9 days ago,-0.6597,0.6597,0.0,Negative,0.6
Good choice,All is ok but mobile hiting problem..,5, Puducherry,9 days ago,0.34,0,0.34,Positive,0.55
Does the job,Ok ok phone to for heavy work worst mother board ever feel,4, Isri,9 days ago,-0.1779,0.1779,0.0,Negative,0.625
Delightful,Nice phone,5, Baleshwar District,nan,0.765,0,0.765,Positive,1.0
Mind-blowing purchase,What a camera redmi note 12 pro *****,3, Baleshwar,9 days ago,0.0,0,0.0,Neutral,0.0
Good,Reviewing after 4 months..This is my 1st Xiaomi mobile.. Buying a mobile under 25k is a big headache coz u have to compromise something to get other better things..The reason for choosing this mobile is1.display (AMOLED 120hz with Dolby vision and hdr support)2. Dual Dolby speakers3. Thin bezels and body design ..Here the main cons is camera... The pics are too bright and colors are not natural.. Videos are not best but okayish.. 1080p 60fps looks too good but stabilisation is not th...,5, Cuddalore,9 days ago,0.9682,0,0.9682,Positive,0.4981481481481482
Excellent,Kinda of a good phone if ur mid usage person. If u need high end gaming this is not the one. But u can do good gaming. Bgmi can be played at smooth extreme.. and good response on gyro..,5, Bengaluru,10 days ago,0.9173,0,0.9173,Positive,0.605
Nice product,Everything is good but vibration of phone is low in comparison to other phones,4, Sirsa,10 days ago,0.5574,0,0.5574,Positive,0.6333333333333334
Really Nice,Really good mobile thank you Flipkart,5, B Mallapuram,10 days ago,0.8524,0,0.8524,Positive,0.8
Classy product,Nice,3, Prayagraj,11 days ago,0.6908,0,0.6908,Positive,0.95
Nice,"Coming from a realme device, this device doesn't feel well optimised",5, Bangalore,11 days ago,-0.0701,0.0701,0.0,Negative,1.0
Excellent,Best phone,4, Hoshiarpur,11 days ago,0.836,0,0.836,Positive,0.65
Terrible product,Battery Drain To Fast,5, Gurugram,11 days ago,-0.4767,0.4767,0.0,Negative,0.8
Unsatisfactory,Bad product,4, Unnao District,nan,-0.5423,0.5423,0.0,Negative,0.6666666666666666
Waste of money!,"I used it for a week, after that it had a lot of battery problems.  I charge three times a day.",4, Bangalore Division,11 days ago,-0.6705,0.6705,0.0,Negative,0.0
Worth every penny,Nice,5, Baleshwar District,11 days ago,0.5719,0,0.5719,Positive,0.55
Super!,overall good but exchange offer experience very bad,5, Noida,11 days ago,0.5106,0,0.5106,Positive,0.4833333333333333
Very Good,Best budget phone,5, Attur,11 days ago,0.7964,0,0.7964,Positive,0.45000000000000007
Simply awesome,Design I love it,3, Meerut District,11 days ago,0.8519,0,0.8519,Positive,0.8
Wonderful,Mobile performance is good. Design is also awesome,5, Madhupur,11 days ago,0.8934,0,0.8934,Positive,0.8666666666666667
Highly recommended,Good product   I'm happy ,5, Manvi,11 days ago,0.839,0,0.839,Positive,0.7133333333333334
Terrific,Really a budget friendly smartphone. Redmi is quality brand i trust it always,4, Hyderabad,11 days ago,0.8714,0,0.8714,Positive,0.5666666666666667
Pretty good,Mobile is awesome,5, Jaggaiahpet,11 days ago,0.8807,0,0.8807,Positive,0.8666666666666667
Must buy!,Camera and display is 5 out of 5 ratings,5, Buxar District,nan,0.0,0,0.0,Neutral,0.0
Good,Frequently disconnects calls on 5G network,5, Indore,12 days ago,0.4404,0,0.4404,Positive,0.45000000000000007
Highly recommended,Very good performance osm camera,5, Jehanabad District,12 days ago,0.6453,0,0.6453,Positive,0.5700000000000001
Terrific purchase,good product ,4, Muzaffarnagar District,12 days ago,0.7184,0,0.7184,Positive,0.8
Highly recommended,Worth buying the product and worth for money,5, Hindupur,13 days ago,0.6651,0,0.6651,Positive,0.24666666666666662
Value-for-money,It's been 4 months it's laterally working too good if we not considered it's battery (15 hrs backup),5, Naugarh,13 days ago,0.4404,0,0.4404,Positive,0.6000000000000001
Simply awesome,I am satisfied with this device.,4, Bhubaneswar,13 days ago,0.7845,0,0.7845,Positive,1.0
Good,Over heating problem,5, Madurai,13 days ago,0.0516,0,0.0516,Positive,0.6000000000000001
Simply awesome,Super smartphone in this deal ,5, Mohammadi,13 days ago,0.8402,0,0.8402,Positive,0.8333333333333333
Highly recommended,Good,5, Ariyalur,13 days ago,0.6453,0,0.6453,Positive,0.5700000000000001
Expected a better product,It's hanging  and over heating and charging exhausted soon,5, Vikarabad District,nan,0.1027,0,0.1027,Positive,0.5333333333333333
Absolute rubbish!,Very bad mobile,3, Puri District,13 days ago,-0.5423,0.5423,0.0,Negative,0.7833333333333333
Absolute rubbish!,Battery performance is very bad ,5, Durgapur,13 days ago,-0.5423,0.5423,0.0,Negative,0.7833333333333333
Worth the money,Best Phone For Regular Use ! Not Suggested For Gaming It May Get Slightly Heat If You Run High Graphics Games. It Because Of The MediaTek Processor And No Coling System Is Provided,3, Kozhikode,13 days ago,0.7269,0,0.7269,Positive,0.2367179487179487
Hated it!,Worst,3, Bhuj,13 days ago,-0.8519,0.8519,0.0,Negative,0.85
Awesome,The best model with friendly budget,5, Bengaluru,14 days ago,0.91,0,0.91,Positive,0.6
Not recommended at all,"Fraud done by Flipkart , battery back very low condition only 6 hours. Hitting problem during charging time or 5g mode",5, Sonbhadra District,14 days ago,-0.7783,0.7783,0.0,Negative,0.15
Value-for-money,Good camara But very fast battery  drainAMLOAD (LED) DISPLAY BUT NO INDISPLAY FINGER PRINTOTHERWISE IT'S OKAY,5, Sembianallur,14 days ago,0.5859,0,0.5859,Positive,0.5666666666666668
Fabulous!,Nice product,3, Kapurthala,14 days ago,0.7351,0,0.7351,Positive,1.0
Great product,Satisfied Very good smart phone Performance osm,4, Sara Industrial Estate,15 days ago,0.91,0,0.91,Positive,0.7482142857142857
Terrible product,not working properly......... over heating,4, Indore,nan,-0.4767,0.4767,0.0,Negative,0.55
Don't waste your money,Bad experience,5, Basirhat,15 days ago,0.6348,0,0.6348,Positive,0.3333333333333333
Not recommended at all,Paisa barbad benstock.........,5, Noida,16 days ago,0.2023,0,0.2023,Positive,0.0
Wonderful,"Iam use is phone last 15 days, Camera is awesome. But selfie camera are average. Mobile performance is also good",5, Silchar,16 days ago,0.8934,0,0.8934,Positive,0.6133333333333333
Terrific,Awesome Product.,5, Panihati,16 days ago,0.802,0,0.802,Positive,1.0
Delightful,Nice products but camera average,5, Nagpur District,16 days ago,0.765,0,0.765,Positive,0.7999999999999999
Unsatisfactory,Not recommendable,5, Faizabad District,16 days ago,0.0,0,0.0,Neutral,0.0
Classy product,Camera is many more mode what's you want to do.picture quality are so pretty. 20min charging is enough to....... Phone are multiple mode have to use. Over all phone is good to use nice experience ,4, Perundurai,16 days ago,0.9022,0,0.9022,Positive,0.6428571428571429
Great product,It's super,5, Kalpetta,16 days ago,0.8402,0,0.8402,Positive,0.7083333333333333
Nice product,I am really amazed by the performance ND camera ND with a lot with display,4, Purnia,16 days ago,0.7425,0,0.7425,Positive,0.6
Mind-blowing purchase,Ok,5, Medchal Malkajgiri,nan,0.296,0,0.296,Positive,0.5
Brilliant,Good phone but display does not look like a super amoled....,5, Nashik,16 days ago,0.9201,0,0.9201,Positive,0.7555555555555555
Pretty good,Camera perfect,5, Pusad,16 days ago,0.8689,0,0.8689,Positive,0.8666666666666667
Super!,good,5, Faridabad,16 days ago,0.7783,0,0.7783,Positive,0.6333333333333333
Brilliant,Nice looking best performence,5, Chakan,16 days ago,0.8957,0,0.8957,Positive,0.7666666666666666
Wonderful,nice mobile,5, Hooghly,16 days ago,0.7579,0,0.7579,Positive,1.0
Pretty good,"Recently purchased this phone with exchange of my old phone Poco M2. But sad to say that there technicians create manybif and but regarding phone conditions.But if you restraint or pay some cash they offer full exchange price. Then all if and buts are gone. Battery drains too fast. Otherwise phone is good in design, build, looks. Display is good. Battery charge very fast. But not sustains a day even with normal usage.",5, Ludhiana,16 days ago,0.8591,0,0.8591,Positive,0.6045454545454546
Simply awesome,Very nice phone,4, Pashchim Champaran District,17 days ago,0.7845,0,0.7845,Positive,1.0
Just wow!,Excellent,5, Mumbai,17 days ago,0.8176,0,0.8176,Positive,1.0
Awesome,Awesome ,5, Jhargam District,17 days ago,0.8481,0,0.8481,Positive,1.0
Brilliant,Good camera all,3, Bengaluru,nan,0.7717,0,0.7717,Positive,0.8
Don't waste your money,This phone is heated I have charging this phone then very heated,4, Sawai Madhopur,17 days ago,0.3252,0,0.3252,Positive,0.0
Excellent,Very awesome,5, Bhaderwah,17 days ago,0.8316,0,0.8316,Positive,1.0
Super!,Update camera and display Brightness,4, Puruliya District,17 days ago,0.7579,0,0.7579,Positive,0.6666666666666666
Good,Mobile  overheat,3, Hyderabad,17 days ago,0.4404,0,0.4404,Positive,0.6000000000000001
Mind-blowing purchase,Good phone,3, Hata,17 days ago,0.4404,0,0.4404,Positive,0.6000000000000001
Slightly disappointed,Batree not good....,5, Noida,17 days ago,-0.044,0.044,0.0,Negative,0.675
Nice product,Nice,5, Shimla District,17 days ago,0.6808,0,0.6808,Positive,1.0
Terrific purchase,I have always mi fan no dout I am purchase poco but I am not satisfiedThis is complete all rounder phoneAnd finally Filapkert Delivery boy is Excellent behaviour and Supportive Filapkert doing great job,4, Jaipur,17 days ago,0.9371,0,0.9371,Positive,0.8583333333333334
Worth every penny,Awesome,4, Kolkata,17 days ago,0.7184,0,0.7184,Positive,0.55
Delightful,"Decent phone, value for money but bloatware is an issue.",5, Shahdara,nan,0.7351,0,0.7351,Positive,0.8333333333333333
Very poor,Battery is worst... Within off day... I never seen like this phone...,4, Khammam,18 days ago,-0.8523,0.8523,0.0,Negative,0.8
Worst experience ever!,Camera problem not purchase,4, Hyderabad,18 days ago,-0.7783,0.7783,0.0,Negative,1.0
Decent product,Not bad...,5, Bhambla Industrial Area,18 days ago,-0.5423,0.5423,0.0,Negative,0.6666666666666666
Good,"Everything is fine,But camera needs improvement",5, Prayagraj,18 days ago,0.7096,0,0.7096,Positive,0.6000000000000001
Great product,Very nice phone ,5, Prayagraj,18 days ago,0.7845,0,0.7845,Positive,0.875
Unsatisfactory,"The product is worst, most of the basic features are not working and not worth the money.Proximity sensor not workingFile explorer functions restrictedWe can't change few settings as well",5, Bangalore,18 days ago,-0.6142,0.6142,0.0,Negative,0.4083333333333334
Pretty good,This amount good,5, Puducherry,18 days ago,0.8402,0,0.8402,Positive,0.7333333333333334
Wonderful,It's good and battery performance is good,5, Karimnagar,18 days ago,0.8591,0,0.8591,Positive,0.7333333333333334
Worth every penny,Super ,5, Waluj Midc,18 days ago,0.7003,0,0.7003,Positive,0.3833333333333333
Good quality product,Camera is not so good as it Sony senser Design is very Nice,4, Bhopal,nan,0.8225,0,0.8225,Positive,0.7333333333333334
Very Good,Average phone,5, Dhaulpur,18 days ago,0.4404,0,0.4404,Positive,0.5
Super!,Good product,5, Sira,18 days ago,0.7783,0,0.7783,Positive,0.6333333333333333
Delightful,"Very good product:Light weight.The display and Camera is also good too. The ease of using it is remarkable.Charging is also fast, within a span of 10-15 mins a significant amount of battery gets charged. One of the drawbacks:  is the heating part.The mobile gets a bit heated up while charging and we need to avoid over charging it. But overall happy with the purchase.",5, Bengaluru,18 days ago,0.9274,0,0.9274,Positive,0.6678571428571429
Utterly Disappointed,Very Low Performance of all features and Asoccery,5, Gorakhpur,18 days ago,-0.6976,0.6976,0.0,Negative,0.525
Fabulous!,Excellent product,5, Ntpc Simhadri Township,19 days ago,0.7964,0,0.7964,Positive,1.0
Don't waste your money,4 Month Use This Phone Battery Damage,4, Jagatsinghapur District,19 days ago,-0.2187,0.2187,0.0,Negative,0.0
Don't waste your money,Battery backup is worst,5, Hyderabad,19 days ago,-0.4153,0.4153,0.0,Negative,0.5
Wonderful,It's ok,5, Denkanikottai,19 days ago,0.7096,0,0.7096,Positive,0.75
Super!,Ok,4, Denkanikottai,19 days ago,0.7269,0,0.7269,Positive,0.5833333333333333
Really Nice,Back camera very good at day and night.Front camera can batter as per the phone cost. Battery performance also good it's working full day Display aslo very good.Phone performance was very good it's working very fast. Oral performance good,5, Rudrapur,nan,0.9286,0,0.9286,Positive,0.5687500000000001
Nice product,Good mobile,5, Hosur,19 days ago,0.6908,0,0.6908,Positive,0.8
Terrible product,Camera good battery good but phone very laging hang some issues updates are no working,5, Bhainsa,19 days ago,0.4019,0,0.4019,Positive,0.7333333333333334
Did not meet expectations,Worst product,5, Kanpur,19 days ago,-0.6249,0.6249,0.0,Negative,1.0
Fabulous!,Nice,5, Bengaluru,19 days ago,0.7351,0,0.7351,Positive,1.0
Terrific,Excellent features with good battery life,4, Pune,19 days ago,0.8658,0,0.8658,Positive,0.8666666666666667
Worth every penny,Everything is ok,5, Pilibhit,20 days ago,0.4767,0,0.4767,Positive,0.3
Very poor,After 2week phone itself automatic switch off and it self switch on process is taking whole day till phone battery is low .,5, Karanjia,20 days ago,-0.6369,0.6369,0.0,Negative,0.43333333333333335
Brilliant,Very good go for itt,5, Bijapur District,20 days ago,0.7717,0,0.7717,Positive,0.8
Absolute rubbish!,So bad,4, Gwalior,20 days ago,-0.5423,0.5423,0.0,Negative,0.7833333333333333
Just okay,Very good,5, New Delhi,nan,0.5859,0,0.5859,Positive,0.55
Super!,Good,3, Krishna,20 days ago,0.7783,0,0.7783,Positive,0.6333333333333333
Just wow!,"Unbelievable, best Performance Xiaomi note series.thankyou",5, Pune Division,20 days ago,0.8689,0,0.8689,Positive,0.7666666666666666
Super!,Nice phone.,4, Murshidabad District,20 days ago,0.7717,0,0.7717,Positive,0.8333333333333333
Terrible product,Very bad experience using redmi phone. Fully chaina product. One month letar some time full silent,4, Basirhat,20 days ago,-0.765,0.765,0.0,Negative,0.5791666666666667
Super!,Super. Camera  super..,5, Ankleshwar,21 days ago,0.9136,0,0.9136,Positive,0.6666666666666666
Simply awesome,It clicks photos like a dslr fr I've clicked this one in night without night mode IMX766 IS AMAZING SENSORdimensity 1080 is amazing processorEasy multitasking And ram management is superbOpen a pdf in night and put it in backgroundWhen you'll open it in morning it'll be same page Overall it's amazing,5, Hamirpur District,21 days ago,0.9584,0,0.9584,Positive,0.7000000000000001
Good choice,Nice ,5, Bhupalpalle,21 days ago,0.6908,0,0.6908,Positive,0.8
Does the job,Good but not like redmi note 11 pro .,5, Sumbal,21 days ago,0.6597,0,0.6597,Positive,0.6000000000000001
Wonderful,Very nice to use,5, Salem District,21 days ago,0.7579,0,0.7579,Positive,1.0
Brilliant,Awesome performance... I am so happy... Redmi note 12pro 5G awesome power packed phone...,5, Howrah,nan,0.9493,0,0.9493,Positive,1.0
Fabulous!,"Awesome product, after using 3 months I have not found any problem, running very smoothly",5, Bangalore,21 days ago,0.7003,0,0.7003,Positive,0.8333333333333334
Must buy!,Nice Phone Redni note 12 pro,5, Dhuri,21 days ago,0.4215,0,0.4215,Positive,1.0
Terrific,Superb ,5, Mirzapur Cum Vindhyachal,21 days ago,0.802,0,0.802,Positive,1.0
Good choice,Excellent,3, Agartala,21 days ago,0.765,0,0.765,Positive,0.8
Nice,"Battery backup is not good, drained  fast, fast charging   does the job",5, Guwahati,21 days ago,0.4939,0,0.4939,Positive,0.7000000000000001
Good quality product,Good,5, Nirsa,21 days ago,0.7003,0,0.7003,Positive,0.6000000000000001
Great product,Nice ,4, Bhojpur District,21 days ago,0.7845,0,0.7845,Positive,0.875
Good,"Major heating problem, And when it heats the battery drain quickly",5, Bahirgram,22 days ago,0.0516,0,0.0516,Positive,0.5333333333333333
Great product,Very nice product in this Range... Thankyou so much Redmi,4, Kishanganj,22 days ago,0.7845,0,0.7845,Positive,0.65
Great product,All about experience is good.. Battery life also good and fast charging with 67W within 20 minutes full chargeDesign and look wise All okCamera results is 80% out of 100%,5, Sanand,nan,0.9186,0,0.9186,Positive,0.6666666666666669
Very Good,Good,5, Rewa,22 days ago,0.7003,0,0.7003,Positive,0.6000000000000001
Good choice,Nice product in this price,5, Bareilly,22 days ago,0.6908,0,0.6908,Positive,0.8
Fair,Heating problem after 2 days,5, Ganjam District,22 days ago,-0.1027,0.1027,0.0,Negative,0.9
Best in the market!,Mobile look goodDisplay very goodDolby sounds super,5, Tenali,22 days ago,0.8442,0,0.8442,Positive,0.4833333333333333
Classy product,Vry good,5, Kolkata,22 days ago,0.7003,0,0.7003,Positive,0.75
Wonderful,Excellent...,5, Taranagar,22 days ago,0.8126,0,0.8126,Positive,1.0
Pretty good,Nice one,5, Bhabua,23 days ago,0.836,0,0.836,Positive,0.8666666666666667
Fabulous!,Osm cemra,5, Sasaram,23 days ago,0.5267,0,0.5267,Positive,1.0
Delightful,Good,5, Alwar,23 days ago,0.7717,0,0.7717,Positive,0.8
Expected a better product,Device is heat when charged time,5, Hyderabad,nan,0.2732,0,0.2732,Positive,0.45
Highly recommended,Nice phone this price segment,5, Binola Industrial Area,23 days ago,0.6335,0,0.6335,Positive,0.77
Awesome,Very nice phone superb,5, Bokaro Steel City,23 days ago,0.9001,0,0.9001,Positive,1.0
Don't waste your money,Money waste,5, Karnal,23 days ago,0.5667,0,0.5667,Positive,0.0
Good quality product,"Camera utter disappointment... Rest all ok. Good battery life, smooth display, good performance.Audio quality is top notch..",5, Bidhan Nagar,23 days ago,0.8126,0,0.8126,Positive,0.5875
Terrific purchase,Awesome better than One plus.,3, New Delhi,23 days ago,0.8779,0,0.8779,Positive,0.8333333333333334
Awesome,"I have been using this phone for a month , the camera, battery and other performance seems to be very good",5, Pala,23 days ago,0.7906,0,0.7906,Positive,0.8
Simply awesome,Overall A good phone,5, Sricity,23 days ago,0.7906,0,0.7906,Positive,0.5333333333333333
Simply awesome,Nice Mobile Display is Good,5, Varanasi,23 days ago,0.8689,0,0.8689,Positive,0.8666666666666667
Decent product,Al okk,5, Deoria District,23 days ago,0.0,0,0.0,Neutral,0.6666666666666666
Brilliant,Fabulous handset for me,4, Dharmavaram,nan,0.802,0,0.802,Positive,1.0
Don't waste your money,"Vry wrost product I ,weast of money phone is vry heat ing problem camra also not good",3, Coimbatore,23 days ago,0.3678,0,0.3678,Positive,0.30000000000000004
Mind-blowing purchase,Very good,5, Patna,23 days ago,0.4404,0,0.4404,Positive,0.6000000000000001
Very Good,Very good phone,4, Kavisurjyanagar,23 days ago,0.7003,0,0.7003,Positive,0.6000000000000001
Worth every penny,All rounder,5, Salem,24 days ago,0.2263,0,0.2263,Positive,0.1
Awesome,Good mobile,3, Mancherial District,24 days ago,0.7906,0,0.7906,Positive,0.8
Worth the money,I am really like this phone.,5, Hapur,24 days ago,0.5709,0,0.5709,Positive,0.15000000000000002
Wonderful,Great,5, Gangtok,24 days ago,0.8316,0,0.8316,Positive,0.875
Delightful,Low battery backup and heating issueAnd some bugsDisplay is good goodCam is upper than normal and lower than bestI expect more to 24k phone...,5, Allahabad,24 days ago,0.5267,0,0.5267,Positive,0.51
Moderate,Camera his very bad,4, Hussainabad,24 days ago,-0.5423,0.5423,0.0,Negative,0.6833333333333333
Nice product,Overall good mobile but battery backup is little bit less,5, Etawah,nan,0.6908,0,0.6908,Positive,0.4333333333333334
Decent product,"Everything is good, but heating problem and battery drain fastly.",4, Lucknow,24 days ago,0.0516,0,0.0516,Positive,0.6222222222222222
Just wow!,I am so happy,5, Kim,24 days ago,0.8176,0,0.8176,Positive,1.0
Nice product,Allrounder phone ,5, Bhagalpur,24 days ago,0.4215,0,0.4215,Positive,1.0
Wonderful,Very good I love,4, Pune,24 days ago,0.8957,0,0.8957,Positive,0.7333333333333334
